user_id,artistname,trackname,playlistname,artist_clean,track_clean,id,play_count,has_variant,valence,energy,danceability,acousticness,tempo,loudness,instrumentalness,speechiness,liveness,genres,popularity,year,mode,explicit
8350964f809388fc4d7282c36e52a1a4,Chromeo,Jealous (I Ain't With It),80's,chromeo,jealous (i ain't with it),5bgYTzUDzerRFN7fp86MkQ,1.0,True,0.573,0.8959999999999999,0.684,0.00646,125.981,-4.16,0.0129,0.0349,0.0924,"['alternative dance', 'dance-punk', 'disco house', 'filter house', 'new rave', 'nu disco']",41,2010,1,0
8350964f809388fc4d7282c36e52a1a4,Chromeo,Over Your Shoulder,80's,chromeo,over your shoulder,5bgYTzUDzerRFN7fp86MkQ,1.0,True,0.573,0.8959999999999999,0.684,0.00646,125.981,-4.16,0.0129,0.0349,0.0924,"['alternative dance', 'dance-punk', 'disco house', 'filter house', 'new rave', 'nu disco']",41,2010,1,0
8350964f809388fc4d7282c36e52a1a4,Don McLean,American Pie,80's,don mclean,american pie,3oL9W9aHlMfCyd1dEBh87L,1.0,True,0.236,0.398,0.313,0.596,145.97299999999996,-10.889,3.48e-05,0.0285,0.0519,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'traditional folk']",38,1988,0,0
8350964f809388fc4d7282c36e52a1a4,Phoenix,If I ever feel better,80's,phoenix,if i ever feel better,6CplRWasnvBmi33sFv6xYn,1.0,True,0.503,0.72,0.402,0.00133,75.38,-4.698,0.0396,0.0473,0.325,"['alternative dance', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'rock independant francais']",45,2013,1,0
83620d2cff2b8628fc21c795a37e6002,The Kooks,How'd You Like That,Scelto dalla radio,the kooks,how'd you like that,4lMwlBtIrYootJyUTTs3SE,1.0,True,0.524,0.522,0.66,0.196,135.825,-7.754,0.0,0.0323,0.356,"['brighton indie', 'modern rock', 'rock']",54,2011,1,0
83620d2cff2b8628fc21c795a37e6002,The Wombats,Our Perfect Disease,Scelto dalla radio,the wombats,our perfect disease,3l8dM1wjgFh98jpiq5ZCe7,1.0,True,0.6709999999999999,0.897,0.462,0.00214,157.94799999999995,-7.1679999999999975,0.0,0.0516,0.254,"['indie pop', 'liverpool indie', 'modern alternative rock', 'modern rock', 'rock']",44,2011,1,0
83620d2cff2b8628fc21c795a37e6002,Two Door Cinema Club,Do You Want It All ?,Scelto dalla radio,two door cinema club,do you want it all ?,52F7iM4tQwYHZt5N7u6dPz,1.0,True,0.731,0.889,0.611,3.84e-05,131.995,-4.43,3.68e-06,0.0549,0.361,"['indietronica', 'irish rock', 'modern alternative rock', 'modern rock', 'northern irish indie', 'rock']",42,2010,1,0
836a0f0af3ae2ea8b27954016f752130,Almendra,Muchacha (Ojos De Papel),Starred,almendra,muchacha (ojos de papel),20cWhGpoXZh9u3UZq2V97X,1.0,True,0.6459999999999999,0.41,0.48,0.491,82.712,-9.196,0.00127,0.036,0.0812,"['argentine rock', 'latin rock', 'rock en espanol', 'rock nacional']",42,1970,0,0
836a0f0af3ae2ea8b27954016f752130,Sui Generis,Estación,Starred,sui generis,estación,47im9FzRfqAS2KYvw3NhSw,1.0,True,0.261,0.148,0.476,0.7909999999999999,97.847,-15.794,0.0,0.0313,0.0602,"['argentine rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']",49,1973,1,0
83b565250119a537572018cc6da13583,Dillon Francis,Bootleg Fireworks (Burning Up) - Original Mix,Starred,dillon francis,bootleg fireworks (burning up) - original mix,6m3ZWIXhjoV76syT1j2oE9,1.0,True,0.698,0.6609999999999999,0.631,0.227,174.03099999999995,-5.5,1.43e-06,0.0999,0.166,"['big room', 'brostep', 'dance pop', 'edm', 'electro house', 'electronic trap', 'electropop', 'moombahton', 'pop', 'pop dance', 'tropical house']",60,2015,0,0
83b565250119a537572018cc6da13583,Los Fabulosos Cadillacs,Carnaval Toda La Vida,Starred,los fabulosos cadillacs,carnaval toda la vida,4lq31N4E4eWqVMZv93sbhJ,1.0,True,0.733,0.951,0.7170000000000001,0.172,103.142,-2.753,2.13e-06,0.0691,0.0327,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",60,2005,1,0
83b565250119a537572018cc6da13583,Sub Focus,Falling Down - xKore Remix,Starred,sub focus,falling down - xkore remix,2u6tZMWwhgnRggKHvRWINP,1.0,True,0.0394,0.931,0.377,0.0061,173.987,-4.761,0.00891,0.0397,0.1669999999999999,"['bassline', 'brostep', 'classic dubstep', 'edm', 'electro house', 'electronic trap']",45,2010,1,0
83b565250119a537572018cc6da13583,Swedish House Mafia,Don't You Worry Child (Radio Edit) [feat. John Martin],Starred,swedish house mafia,don't you worry child (radio edit) [feat. john martin],38G32c3uJeFucSYweZv4pI,1.0,True,0.633,0.8590000000000001,0.648,0.00645,128.03,-4.974,0.0282,0.111,0.135,"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house']",43,2011,1,0
83ffc478b4545a50c03908bf247d4024,Boyz II Men,A Song for Mama,Mrtoodamngood,boyz ii men,a song for mama,4peeKrE2StP6D2NuWAUEHK,1.0,True,0.522,0.371,0.588,0.454,89.611,-12.9,0.0,0.0262,0.144,"['boy band', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",36,2003,1,0
840b52ae1f6476c4d6b81c537db018d2,Bebe,ABC,Rock en español,bebe,abc,1DOuHBUpfN1GwDsZOZkwgO,1.0,True,0.866,0.797,0.843,0.269,118.006,-6.746,0.0,0.0586,0.0465,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",63,2004,0,0
840b52ae1f6476c4d6b81c537db018d2,Hombres G,Separados - Con Bebe,Rock en español,hombres g,separados - con bebe,4QhZMvnoOxP6Ra73Ergy1f,1.0,True,0.264,0.506,0.823,0.49,128.028,-10.595,0.145,0.0425,0.103,"['latin', 'latin alternative', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol', 'spanish rock']",41,1988,1,0
84668278f01fbdf65615144f1cda75d5,Amy Winehouse,Valerie - '68 Version,amy,amy winehouse,valerie - '68 version,01hJnhpAmjzg85Etnz2ECH,1.0,True,0.203,0.249,0.342,0.87,94.746,-11.812,5.09e-05,0.0277,0.152,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",56,2011,1,0
84668278f01fbdf65615144f1cda75d5,Amy Winehouse,"Valerie - Live, BBC Radio 1 Live Lounge, London/2007",amy,amy winehouse,"valerie - live, bbc radio 1 live lounge, london/2007",01hJnhpAmjzg85Etnz2ECH,1.0,True,0.203,0.249,0.342,0.87,94.746,-11.812,5.09e-05,0.0277,0.152,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",56,2011,1,0
84668278f01fbdf65615144f1cda75d5,Amy Winehouse,You Know I'm No Good,amy,amy winehouse,you know i'm no good,01hJnhpAmjzg85Etnz2ECH,1.0,True,0.203,0.249,0.342,0.87,94.746,-11.812,5.09e-05,0.0277,0.152,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",56,2011,1,0
84a5887bdad9f5ffaa9f7be07669606d,Robert Plant,Big Log,Big Log - 2006 Remastered,robert plant,big log,1m5N9YCZL4BXuSXdYmhRaj,1.0,True,0.465,0.518,0.517,0.202,143.224,-8.66,0.434,0.0371,0.16,"['album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'roots rock', 'soft rock', 'symphonic rock', 'uk americana']",39,2007,1,0
85c55aa1427973e92f9812317d57992d,A$AP Rocky,PMW (All I Really Need),Starred,a$ap rocky,pmw (all i really need),3jxExv27cf3OSt0BXtAR6Z,1.0,True,0.217,0.515,0.622,0.144,168.265,-7.959,0.0165,0.145,0.194,"['alternative r&b', 'art pop', 'chillwave', 'electropop', 'escape room', 'indie soul', 'metropopolis']",59,2018,0,1
85c55aa1427973e92f9812317d57992d,Infected Mushroom,Killing Time - Album Mix,Starred,infected mushroom,killing time - album mix,1Nukcy7xk7AbS7MtkaiOe3,1.0,True,0.631,0.823,0.654,0.00371,144.995,-5.768,0.431,0.0662,0.186,['psychedelic trance'],46,2007,0,0
85c55aa1427973e92f9812317d57992d,Martin Garrix,Animals - Original Mix,Starred,martin garrix,animals - original mix,65G7XDGcybJiGywSCXJiL5,1.0,True,0.0381,0.914,0.593,0.00137,128.015,-5.351,0.445,0.0363,0.0714,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",57,2016,1,0
85c55aa1427973e92f9812317d57992d,Rick James,Mary Jane,Starred,rick james,mary jane,0wYo8gcZCREyPoWOv0FzCX,1.0,True,0.882,0.698,0.726,0.181,102.955,-9.761,1.04e-06,0.109,0.227,"['disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'synth funk']",43,2006,1,0
86cc80b915284441e9fd8d633f92748b,King Gizzard & The Lizard Wizard,Sleepwalker,Starred,king gizzard & the lizard wizard,sleepwalker,2oeqKWbVwK5Ly2vjwWJKHd,1.0,True,0.653,0.6,0.534,0.505,202.086,-9.138,0.316,0.28,0.188,"['australian indie', 'australian psych', 'double drumming', 'neo-psychedelic']",54,2015,0,0
86cc80b915284441e9fd8d633f92748b,King Gizzard & The Lizard Wizard,Vegemite,Starred,king gizzard & the lizard wizard,vegemite,2oeqKWbVwK5Ly2vjwWJKHd,1.0,True,0.653,0.6,0.534,0.505,202.086,-9.138,0.316,0.28,0.188,"['australian indie', 'australian psych', 'double drumming', 'neo-psychedelic']",54,2015,0,0
86fb2c234d34ddbd807d8978dbbf96f3,Brian Wilson,Love And Mercy - Remastered,Liked from Radio,brian wilson,love and mercy - remastered,0b2bsYKWKnt4ypdpBxX3wi,1.0,True,0.377,0.514,0.545,0.789,108.888,-7.78,0.00021,0.0274,0.117,['gospel'],34,1988,1,0
877cc2129a2fc169bd0115b0d107e194,Jess Glynne,Hold My Hand,Mis pistas de Shazam,jess glynne,hold my hand,083Qf6hn6sFL6xiOHlZUyn,1.0,True,0.4,0.851,0.623,0.0228,100.063,-3.111,0.0,0.0409,0.12,"['dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",70,2018,1,0
877cc2129a2fc169bd0115b0d107e194,Kygo,Firestone,Mis pistas de Shazam,kygo,firestone,78ldtCaBRJVp2i91B715L0,1.0,True,0.272,0.633,0.526,0.3720000000000001,171.044,-7.002000000000002,0.0,0.134,0.129,"['edm', 'pop', 'pop dance', 'tropical house']",71,2020,1,0
877cc2129a2fc169bd0115b0d107e194,Wiz Khalifa,See You Again (feat. Charlie Puth),Mis pistas de Shazam,wiz khalifa,see you again (feat. charlie puth),199Dz9IgqKekyiRy3LBnHn,1.0,True,0.75,0.677,0.79,0.0151,160.001,-5.27,1.06e-05,0.104,0.1689999999999999,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",61,2019,1,1
87dadfc5993ad1b05ef0c14ebeb1b6be,The Black Keys,She's Long Gone,Liked from Radio,the black keys,she's long gone,5HPnumlogzZtpLEaORZjz1,1.0,True,0.8170000000000001,0.638,0.606,0.0434,97.992,-6.994,0.000247,0.0339,0.0887,"['alternative rock', 'blues rock', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']",52,2014,0,0
87f9ec899890bf0444f20409b4f421b9,Jean-Michel Jarre,Oxygène - Part I,Jouw Hand,jean-michel jarre,oxygène - part i,4DcBG214umbrGEsw4pFmcN,1.0,True,0.52,0.897,0.636,0.157,192.027,-9.146,0.954,0.159,0.12,"['laboratorio', 'new age', 'new romantic', 'vintage french electronic']",41,1981,1,0
87f9ec899890bf0444f20409b4f421b9,Jean-Michel Jarre,Oxygène - Part IV,Jouw Hand,jean-michel jarre,oxygène - part iv,4DcBG214umbrGEsw4pFmcN,1.0,True,0.52,0.897,0.636,0.157,192.027,-9.146,0.954,0.159,0.12,"['laboratorio', 'new age', 'new romantic', 'vintage french electronic']",41,1981,1,0
8849bc8e7911d05a4e99bcef71621625,Culture Club,Karma Chameleon,Starred,culture club,karma chameleon,4cswb13Sn7wueZ6Vgqeyyw,1.0,True,0.433,0.399,0.742,0.131,100.46,-13.07,0.0,0.0359,0.321,"['dance rock', 'disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",38,1993,0,0
892a3633d9f0a0a447f4ecfb9c21a01c,Ed Sheeran,Give Me Love,Liked from Radio,ed sheeran,give me love,4QPEwDdOMhY7rNS05mTyMR,1.0,True,0.359,0.7809999999999999,0.8170000000000001,0.00838,104.0,-4.178,5.21e-06,0.112,0.123,"['grime', 'uk hip hop']",76,2019,0,0
896bbe41050b2c2008b939f6c3356916,Ingrid Michaelson,Over The Rainbow,Starred,ingrid michaelson,over the rainbow,58jSGbni8xnVEi9xjDaqtK,1.0,True,0.26,0.0919,0.6940000000000001,0.593,104.986,-11.955,0.0,0.036,0.148,"['acoustic pop', 'ectofolk', 'indiecoustica', 'lilith', 'neo mellow', 'pop rock']",41,2008,1,0
896bbe41050b2c2008b939f6c3356916,Peggy Lee,Mack The Knife,Starred,peggy lee,mack the knife,3LBdLmmd2P9yeNpsDHpFkh,1.0,True,0.8170000000000001,0.197,0.84,0.779,122.769,-12.96,8.79e-05,0.0932,0.154,"['adult standards', 'big band', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",40,1998,1,0
89a20bc516f1d4950bd43af9e9e9234c,AronChupa,I'm an Albatraoz,Jan 2015,aronchupa,i'm an albatraoz,5XSSGkeN6FJm7AAowBCLEW,1.0,True,0.551,0.795,0.885,0.595,128.035,-5.468,0.0128,0.236,0.11,['swedish pop'],56,2014,1,0
89a20bc516f1d4950bd43af9e9e9234c,Yolanda Be Cool,Sugar Man,Jan 2015,yolanda be cool,sugar man,6lFKHp2pjDlbYeeqZ0olm8,1.0,True,0.494,0.6920000000000001,0.866,0.0283,125.003,-4.855,0.277,0.0493,0.0977,"['australian dance', 'australian house', 'bass house']",46,2010,0,0
8abf228ed51962914293042863c21c6e,Ellie Goulding,Anything Could Happen,Starred,ellie goulding,anything could happen,3odrUVQ9tvRpkC9II2oWzx,1.0,True,0.18,0.518,0.473,0.5529999999999999,96.129,-8.1,1.26e-06,0.0405,0.111,"['dance pop', 'indietronica', 'metropopolis', 'pop', 'pop dance', 'post-teen pop', 'uk pop']",64,2016,1,0
8abf228ed51962914293042863c21c6e,The Script,Hall of Fame,Starred,the script,hall of fame,018Idkvf82hi44UZmIXiGB,1.0,True,0.361,0.398,0.444,0.799,79.874,-8.01,0.0,0.03,0.114,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",68,2018,1,0
8abf228ed51962914293042863c21c6e,will.i.am,Scream & Shout,Starred,will.i.am,scream & shout,3qytQlsWcXeVQ2gR2mx8VI,1.0,True,0.415,0.718,0.525,0.198,141.558,-9.065,0.0,0.363,0.298,[],43,2011,0,0
8b202aa12d46d6c343eb4369b2419ab8,The Clean,Tally Ho,Starred,the clean,tally ho,5dHCzNobcSQPmU5SZ3DnpG,1.0,True,0.963,0.67,0.604,0.288,126.91,-8.47,0.809,0.0333,0.204,"['art rock', 'chamber psych', 'dance rock', 'experimental', 'experimental pop', 'freak folk', 'garage psych', 'gbvfi', 'indie garage rock', 'lo-fi', 'post-punk', 'uk post-punk']",46,2003,1,0
8b635ef95cde221a118d7ce60586296a,Alejandro Sanz,Lola soledad - con Joaquin Sabina,Lista 1,alejandro sanz,lola soledad - con joaquin sabina,1uwPEGzopXl9KawQR1JGXq,1.0,True,0.546,0.908,0.7070000000000001,0.134,104.888,-2.903,0.0,0.0582,0.111,"['cantautor', 'latin', 'latin arena pop', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']",66,2016,1,0
8b635ef95cde221a118d7ce60586296a,Daddy Yankee,Que Tengo Que Hacer,TO reshu,daddy yankee,que tengo que hacer,0KkIkfsLEJbrcIhYsCL7L5,1.0,True,0.608,0.8079999999999999,0.7859999999999999,0.0846,105.029,-3.702,0.000289,0.0881,0.0822,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",72,2020,1,0
8b635ef95cde221a118d7ce60586296a,Don Omar,Danza Kuduro,TO reshu,don omar,danza kuduro,4sCSUQnWQ6HJsOMjfPicdn,1.0,True,0.8959999999999999,0.8959999999999999,0.701,0.0866,130.067,-6.459,0.0,0.0814,0.0572,"['latin', 'latin hip hop', 'puerto rican pop', 'reggaeton', 'trap latino', 'tropical']",60,2011,1,0
8b635ef95cde221a118d7ce60586296a,Jennifer Lopez,On The Floor - CCW Radio Mix,TO reshu,jennifer lopez,on the floor - ccw radio mix,6Y0mJNAcx8CDBOhSy6icFP,1.0,True,0.7709999999999999,0.78,0.7240000000000001,0.139,104.024,-6.772,0.0,0.0803,0.0371,"['bachata', 'latin', 'latin hip hop', 'latin pop', 'trap latino', 'tropical']",56,2015,1,0
8b6a2af1e09cd7532d274ebe67f762b7,Lynyrd Skynyrd,Free Bird,Starred,lynyrd skynyrd,free bird,3XKFqM8S38bUxxUpylxlpX,1.0,True,0.221,0.8959999999999999,0.322,0.00109,177.727,-5.299,0.00124,0.0721,0.197,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'southern rock']",47,2009,1,0
8b6a2af1e09cd7532d274ebe67f762b7,Skid Row,18 And Life,Starred,skid row,18 and life,4ZN9DGGrjvvaMzpBRSpKbB,1.0,True,0.383,0.805,0.249,0.0005769999999999,125.792,-7.851,0.000651,0.0471,0.237,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",35,1991,0,0
8bd54a4a85fac0bce8869b0227e55a56,Vigiland,UFO,ELECTRO,vigiland,ufo,5nIrdpo8eXQU3YgZelEXkd,1.0,True,0.242,0.812,0.807,0.00773,128.012,-5.009,0.0005009999999999,0.106,0.236,"['dance pop', 'edm', 'electronic trap', 'pop dance', 'pop rap', 'tropical house']",67,2015,0,1
8bf7e5685f39d1b5771e6f40753e28ac,Norah Jones,Don't Know Why,Don't Know Why,norah jones,don't know why,16lLDX1QkgYBtp6qeXKlE5,1.0,True,0.652,0.482,0.703,0.457,116.145,-10.487,0.0665,0.0389,0.0973,"['contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",51,2009,0,0
8c125ce5c748bfe00d6c32da57c271fb,Judas Priest,Breaking the Law,Starred,judas priest,breaking the law,6DZeLAOBfSSfDsBCIUX1qZ,1.0,True,0.119,0.462,0.461,0.121,120.043,-9.244,0.000128,0.0283,0.0906,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'power metal', 'rock']",30,1984,0,0
8c125ce5c748bfe00d6c32da57c271fb,The Cure,Close To Me,Starred,the cure,close to me,2JtJruenT9hgZE4cnMtBnt,1.0,True,0.775,0.6829999999999999,0.713,0.0524,92.404,-8.752,0.0897,0.0528,0.0632,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",26,1990,1,0
8c125ce5c748bfe00d6c32da57c271fb,The Waterboys,Glastonbury Song,Starred,the waterboys,glastonbury song,6mBsrHo5O1E8rorsDRijrr,1.0,True,0.29,0.386,0.482,0.378,126.68,-13.284,2.56e-05,0.0385,0.11,"['art rock', 'celtic rock', 'dance rock', 'new wave pop', 'rock', 'scottish new wave', 'scottish rock']",46,1991,1,0
8c9d6a258669fab92272b825ad19f308,System Of A Down,Radio/Video,Radio/Video,system of a down,radio/video,575JT8zeoX23vlgvcUU8pB,1.0,True,0.521,0.8759999999999999,0.407,0.000254,116.335,-4.145,0.00265,0.0529,0.215,"['alternative metal', 'nu metal', 'rap metal']",44,2001,1,0
8ce150cb29d8689d053d7df5cd97a955,Fall Out Boy,Immortals,My Shazam Tracks,fall out boy,immortals,4vC4nKK6bk9pYEVOU4EIbA,1.0,True,0.684,0.944,0.66,0.00607,127.02,-3.692,0.27,0.0522,0.823,"['emo', 'modern rock', 'pop punk']",54,2015,1,0
8ce150cb29d8689d053d7df5cd97a955,JJ Grey & Mofro,The Sun Is Shining Down,My Shazam Tracks,jj grey & mofro,the sun is shining down,411kkbixYrnqF7IAU8cSko,1.0,True,0.174,0.408,0.426,0.484,131.174,-6.562,0.105,0.0299,0.0898,"['blues rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'modern funk', 'new americana', 'roots rock', 'swamp rock']",47,2007,1,0
8ce150cb29d8689d053d7df5cd97a955,Ásgeir,Was There Nothing?,My Shazam Tracks,ásgeir,was there nothing?,40sQHTOGmm6DeIeT0nnE8n,1.0,True,0.302,0.194,0.603,0.91,99.927,-15.252,0.012,0.0282,0.115,"['icelandic folk', 'icelandic indie', 'icelandic pop', 'indie folk']",48,2014,1,0
8d40b0d01d3e65eb329c47b4b6a7c335,Daddy Yankee,"Lo Que Paso, Paso",Starred,daddy yankee,"lo que paso, paso",0KkIkfsLEJbrcIhYsCL7L5,1.0,True,0.608,0.8079999999999999,0.7859999999999999,0.0846,105.029,-3.702,0.000289,0.0881,0.0822,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",72,2020,1,0
8d40b0d01d3e65eb329c47b4b6a7c335,Frank Ocean,Lost,Starred,frank ocean,lost,5GJNPgGnX5JRaD25pASJIO,1.0,True,0.177,0.505,0.7390000000000001,0.0117,88.991,-8.124,0.0,0.206,0.176,['underground hip hop'],47,2011,1,1
8d40b0d01d3e65eb329c47b4b6a7c335,Frank Ocean,Swim Good,Starred,frank ocean,swim good,5GJNPgGnX5JRaD25pASJIO,1.0,True,0.177,0.505,0.7390000000000001,0.0117,88.991,-8.124,0.0,0.206,0.176,['underground hip hop'],47,2011,1,1
8db049dfe84362fddfef909767ad7dd5,Shakira,Sale el Sol,Febrero 2011,shakira,sale el sol,6UwBdW2wlO9ikUD3LU8GF3,1.0,True,0.782,0.763,0.784,0.0418,100.012,-5.075,0.00161,0.0483,0.0974,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",48,2005,1,0
8db5f29e3a3099d9288cab418e6993ad,Massive Attack,Angel,Tranquis Ruí,massive attack,angel,4orPBWfQNUxs3RObirJwZR,1.0,True,0.523,0.182,0.588,0.337,122.574,-16.192,0.294,0.0567,0.0741,"['downtempo', 'electronica', 'trip hop']",45,1994,0,0
8db5f29e3a3099d9288cab418e6993ad,Natalie Imbruglia,Torn,Tranquis Ruí,natalie imbruglia,torn,6IdHsQdCFgZt99tz67nt6V,1.0,True,0.593,0.888,0.5720000000000001,0.0614,96.313,-5.202000000000001,7.08e-05,0.0322,0.7440000000000001,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']",46,2001,1,0
8dd8851cd43621a26f027d2954aa1de1,C418,Living Mice,Relaxxx,c418,living mice,6PwVnlNwVKGD18lWNCh1It,1.0,True,0.0492,0.274,0.422,0.452,128.018,-17.272000000000002,0.92,0.0348,0.0496,['minecraft'],49,2013,1,0
8dd8851cd43621a26f027d2954aa1de1,C418,Subwoofer Lullaby,Relaxxx,c418,subwoofer lullaby,6PwVnlNwVKGD18lWNCh1It,1.0,True,0.0492,0.274,0.422,0.452,128.018,-17.272000000000002,0.92,0.0348,0.0496,['minecraft'],49,2013,1,0
8dd8851cd43621a26f027d2954aa1de1,C418,Sweden,Relaxxx,c418,sweden,6PwVnlNwVKGD18lWNCh1It,1.0,True,0.0492,0.274,0.422,0.452,128.018,-17.272000000000002,0.92,0.0348,0.0496,['minecraft'],49,2013,1,0
8dde8b28ced769556e53105277ae5c78,Daft Punk,Get Lucky - Radio Edit,Get Lucky - Radio Edit,daft punk,get lucky - radio edit,79koEJRtKOOGJ0VSAF3FMk,1.0,True,0.284,0.7070000000000001,0.5479999999999999,0.512,103.009,-14.902,0.922,0.0352,0.105,"['electro', 'filter house']",54,2013,0,0
8dde8b28ced769556e53105277ae5c78,Paramore,The Only Exception,The Only Exception,paramore,the only exception,2EcQY09CYgJ1qk6H1qZf8h,1.0,True,0.409,0.286,0.561,0.852,90.00399999999998,-10.917,3.5600000000000005e-05,0.0266,0.116,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']",60,2017,1,0
8e2552e1105e38cfbfd99059f35bdffe,The White Stripes,Seven Nation Army,Favoritas de la radio,the white stripes,seven nation army,3hJmlx1CP73cTbSRgr1WHt,1.0,True,0.198,0.752,0.278,0.636,88.163,-6.835,0.0,0.163,0.394,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",41,2010,1,0
8e2552e1105e38cfbfd99059f35bdffe,Vicentico,No Te Apartes De Mí,Favoritas de la radio,vicentico,no te apartes de mí,08llaN4Lh6GCfd9aHInwB2,1.0,True,0.768,0.904,0.4970000000000001,0.468,101.923,-3.147,0.0,0.085,0.797,"['latin', 'latin pop', 'pop argentino', 'rock en espanol', 'spanish pop', 'tropical']",59,2004,1,0
8e2de66360e7da3056fa8b675b2a003e,The Script,Breakeven,Breakeven,the script,breakeven,018Idkvf82hi44UZmIXiGB,1.0,True,0.361,0.398,0.444,0.799,79.874,-8.01,0.0,0.03,0.114,"['celtic rock', 'dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",68,2018,1,0
8e79e7458c68f4b7755d9294c824f01c,Parra for Cuva,Wicked Games - Radio Edit,Curtida no Rádio,parra for cuva,wicked games - radio edit,6JrAEmBFd61eYIGVOSPnT4,1.0,True,0.701,0.6409999999999999,0.8009999999999999,0.0667,124.979,-8.584,0.0244,0.0455,0.172,"['downtempo', 'new french touch', 'tropical house']",66,2013,1,0
8e79e7458c68f4b7755d9294c824f01c,Steve Aoki,Beat Down - Original Mix,Curtida no Rádio,steve aoki,beat down - original mix,508oFmt92FyICj6pZiWQwC,1.0,True,0.387,0.932,0.647,0.00377,115.0,-3.517,1.69e-06,0.083,0.0574,"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",59,2018,1,0
8eb0892afccd1211af9dd8f824396855,Dream Evil,The Chosen Ones,Starred,dream evil,the chosen ones,07Vk1JPd5MgBJxdrMpnLNh,1.0,True,0.374,0.944,0.386,6.790000000000001e-05,154.175,-4.334,0.0153,0.0941,0.338,"['melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish heavy metal', 'swedish power metal']",51,2004,1,0
8eb0892afccd1211af9dd8f824396855,Robert Tepper,Fighting For You,Favoritas de la radio,robert tepper,fighting for you,0CvVk5s82fKM1md3rTmUpd,1.0,True,0.418,0.718,0.606,0.00617,129.874,-15.659,0.00593,0.0408,0.187,['album rock'],42,1986,1,0
8eb0892afccd1211af9dd8f824396855,Robert Tepper,No Easy Way Out,Favoritas de la radio,robert tepper,no easy way out,0CvVk5s82fKM1md3rTmUpd,1.0,True,0.418,0.718,0.606,0.00617,129.874,-15.659,0.00593,0.0408,0.187,['album rock'],42,1986,1,0
8ee15ecabde2f93e5ef5cf36ac808eb0,Lush,Desire Lines,Shoegaze,lush,desire lines,6zrL6etENCa2ZEwnPcxGkb,1.0,True,0.926,0.794,0.448,0.00635,105.98,-12.175999999999998,0.813,0.0331,0.0632,['environmental'],37,1992,0,0
8ee15ecabde2f93e5ef5cf36ac808eb0,Ride,Today,Shoegaze,ride,today,4oqZhaz3506QfeMXc2sXaL,1.0,True,0.51,0.8809999999999999,0.148,2.28e-05,161.731,-4.487,0.948,0.0617,0.0755,"['cali rap', 'west coast trap']",32,1990,0,0
8f1b463946965960e7a7ac4fd6ca547f,Abandoned Pools,The Catalyst,Remind Me,abandoned pools,the catalyst,2mKNEPQAxZBwZYkNw0icg1,1.0,True,0.433,0.596,0.436,0.0167,80.241,-8.857000000000003,0.0495,0.0367,0.0719,[],37,2001,1,0
